sample	samples	sample_type	TP53	BRCA1	SFRS2	ATF4	SLC7A11	WT1	PBRM1	BAP1	CDH1	CIC	RB1	STK11	SMAD4	NF1
TCGA-AR-A2LN-01	TCGA-AR-A2LN-01	Primary Tumor	0.1312	-0.6737	-0.431	-0.06845	-2.072	1.251	0.9444	-0.1512	-0.2819	0.1842	0.1455	9.938	0.07392	0.6529
TCGA-D8-A1JE-01	TCGA-D8-A1JE-01	Primary Tumor	0.1307	1.452	-0.02694	0.1397	0.7774	-1.112	0.9939	-0.6659	2.417	-0.8642	0.8782	7.993	0.3958	1.421
TCGA-E9-A295-01	TCGA-E9-A295-01	Primary Tumor	0.1276	0.2074	-0.4038	0.06895	-1.499	-1.702	0.039	-0.274	2.529	-0.08026	-0.9666	9.67	-0.2807	0.02696
TCGA-BH-A0B6-01	TCGA-BH-A0B6-01	Primary Tumor	0.1234	-1.707	-0.1462	-0.3603	-1.137	0.03109	-0.1461	-0.4553	2.775	0.2153	0.2523	10.14	-0.319	-0.4896
TCGA-LL-A440-01	TCGA-LL-A440-01	Primary Tumor	0.1214	0.1116	0.1171	-0.04355	-0.5543	2.669	0.3247	0.03988	0.2951	0.486	-0.1913	10.4	0.2654	0.09056
TCGA-E2-A570-01	TCGA-E2-A570-01	Primary Tumor	0.1138	0.1865	0.2098	-0.3973	-1.587	0.6956	-0.0232	-0.1002	0.6923	-0.1294	-0.3495	10.77	-0.07778	-0.3033
TCGA-E9-A1QZ-01	TCGA-E9-A1QZ-01	Primary Tumor	0.1129	1.604	-0.1838	-0.4331	0.03394	-2.319	0.2594	-0.4569	2.001	-1.097	0.2839	8.884	0.2271	0.6006
TCGA-AO-A12F-01	TCGA-AO-A12F-01	Primary Tumor	0.1103	1.026	0.5576	0.2555	-1.41	-0.3534	0.6806	-0.05052	1.209	-0.8816	0.000255	8.88	-0.5588	0.2905
TCGA-BH-A1FR-01	TCGA-BH-A1FR-01	Primary Tumor	0.1069	0.4492	-0.164	-0.09865	-0.4362	6.794	0.6984	0.01658	2.578	0.3331	0.7206	10.08	0.3475	0.3865
TCGA-EW-A423-01	TCGA-EW-A423-01	Primary Tumor	0.1061	0.3083	0.03666	0.1306	0.5612	-1.531	-0.7637	-0.1616	1.451	0.447	0.2657	10.25	-0.8241	-0.2966
TCGA-BH-A0HK-01	TCGA-BH-A0HK-01	Primary Tumor	0.09781	-0.2017	-0.06494	-0.08055	0.09514	-0.489	0.5933	-0.6144	1.685	-0.4612	0.6424	9.943	0.1519	0.428
TCGA-A2-A0T4-01	TCGA-A2-A0T4-01	Primary Tumor	0.09421	0.8345	-0.03784	-0.5402	1.341	-1.28	0.3441	-0.05972	-0.5886	-0.2326	-0.1065	10.03	-0.3097	0.2749
TCGA-A2-A25F-01	TCGA-A2-A25F-01	Primary Tumor	0.09201	0.961	-0.02394	-0.652	1.734	4.453	1.199	-0.4183	0.09135	-0.6296	0.6104	9.321	0.1343	0.5198
TCGA-AO-A03U-01	TCGA-AO-A03U-01	Primary Tumor	0.09161	-0.4415	-0.5858	0.1758	-3.108	-0.6242	0.4888	-0.4738	2.032	-0.4776	0.9345	9.87	0.3065	0.5718
TCGA-EW-A2FS-01	TCGA-EW-A2FS-01	Primary Tumor	0.09101	0.2031	1.43	1.031	-0.6679	-3.254	-0.7508	-0.6742	2.86	-0.8182	0.03795	9.904	-0.1314	0.01896
TCGA-E2-A1LA-01	TCGA-E2-A1LA-01	Primary Tumor	0.08401	0.8848	0.2704	0.2244	-2.928	0.1781	-0.171	0.1455	2.195	-0.4688	-0.2767	10.12	-0.161	-0.205
TCGA-BH-A201-01	TCGA-BH-A201-01	Primary Tumor	0.08341	0.6924	0.2983	-0.2483	0.6373	2.673	0.9296	-0.124	2.206	-0.008359	0.7067	9.844	0.3108	0.6224
TCGA-HN-A2OB-01	TCGA-HN-A2OB-01	Primary Tumor	0.08041	-1.077	-0.2668	-0.2562	-2.668	3.134	0.3973	0.2608	-0.7724	0.573	-0.009045	10.66	0.1976	0.3676
TCGA-GM-A2DN-01	TCGA-GM-A2DN-01	Primary Tumor	0.07721	0.8856	0.2621	0.1278	-0.3561	0.9445	0.4738	-0.1897	1.197	-0.001059	-0.8046	10.31	0.36	0.3585
TCGA-A7-A13G-01	TCGA-A7-A13G-01	Primary Tumor	0.07671	0.621	-0.01894	-0.3415	-2.179	-1.37	1.044	-0.2197	1.857	0.2259	0.3304	9.939	0.07852	0.7938
TCGA-EW-A1J3-01	TCGA-EW-A1J3-01	Primary Tumor	0.06651	1.315	0.4542	-0.1268	0.2768	-0.2493	0.894	-0.7628	0.6228	-0.6741	0.6863	8.762	0.2443	0.6775
TCGA-GM-A2DK-01	TCGA-GM-A2DK-01	Primary Tumor	0.06651	-0.1194	0.07796	0.07605	-2.431	-1.715	0.1368	-0.244	3.027	-0.9232	0.7153	10.32	-0.2965	0.004462
TCGA-E2-A1IE-01	TCGA-E2-A1IE-01	Primary Tumor	0.06331	1.454	-0.02124	-0.4653	-1.425	-1.935	0.0263	-0.4929	2.544	-0.1925	-0.3415	9.771	0.2149	0.208
TCGA-BH-A0HA-01	TCGA-BH-A0HA-01	Primary Tumor	0.06041	-0.5701	-0.2323	-0.08755	-3.109	1.397	-0.4445	-0.9755	3.12	-0.4325	0.3952	10.3	-0.2895	-0.1993
TCGA-E2-A1IG-01	TCGA-E2-A1IG-01	Primary Tumor	0.05811	1.136	-0.1105	-0.07935	-3.684	0.5105	0.4233	0.3384	2.681	0.006741	-0.4858	10.58	0.4403	1.249
TCGA-C8-A133-01	TCGA-C8-A133-01	Primary Tumor	0.05751	-0.2177	-1.112	0.4151	-1.281	-1.787	-0.4834	0.4146	1.512	-0.2112	0.1152	10.36	0.005018	-0.4858
TCGA-E9-A1NA-01	TCGA-E9-A1NA-01	Primary Tumor	0.05121	-0.468	0.1767	0.681	1.716	0.4534	-0.2419	-0.6463	3.121	-0.01356	-0.7337	9.765	-0.2822	0.7813
TCGA-BH-A1FH-01	TCGA-BH-A1FH-01	Primary Tumor	0.05071	-0.784	-0.4516	-0.2705	-1.481	-2.306	0.7609	-0.3663	1.917	0.1847	0.5028	9.591	0.6739	0.6638
TCGA-EW-A1IW-01	TCGA-EW-A1IW-01	Primary Tumor	0.05041	1.784	-0.02274	-0.4446	-1.901	1.329	1.413	-0.02602	0.2849	0.04624	0.2736	9.523	0.5043	0.07176
TCGA-AC-A2FO-01	TCGA-AC-A2FO-01	Primary Tumor	0.04991	-0.4717	-0.3335	-0.1992	-1.81	-0.1884	0.3367	-0.5021	1.37	-0.2948	0.325	9.904	0.357	0.2282
TCGA-A2-A0ES-01	TCGA-A2-A0ES-01	Primary Tumor	0.04671	-0.3993	-0.3849	-0.1389	-1.234	1.311	0.8886	-0.2921	2.357	-0.1197	0.6122	9.501	0.3863	0.7718
TCGA-BH-A6R8-01	TCGA-BH-A6R8-01	Primary Tumor	0.03891	-0.4734	-0.3679	-1.02	-2.109	-3.254	-0.7086	0.03968	3.139	-0.4112	-0.906	10.8	-0.3004	-1.017
TCGA-3C-AALJ-01	TCGA-3C-AALJ-01	Primary Tumor	0.03891	-0.4812	0.6475	-0.1773	-1.638	-0.5666	-0.0615	0.4137	1.755	0.3959	-0.4639	10.99	-0.4045	-0.817
TCGA-E9-A3X8-01	TCGA-E9-A3X8-01	Primary Tumor	0.03411	-1.075	-0.6249	0.5766	-2.433	0.803	-0.9077	0.2894	-2.49	-0.09326	-1.878	11.19	-0.382	-1.607
TCGA-D8-A1Y0-01	TCGA-D8-A1Y0-01	Primary Tumor	0.03261	1.406	0.2908	-0.5186	-0.6568	-2.079	0.8853	-0.1371	1.841	-0.3355	0.003155	9.617	0.5662	0.8494
TCGA-A1-A0SD-01	TCGA-A1-A0SD-01	Primary Tumor	0.03221	-0.03549	-0.3079	-0.6974	-0.1493	0.009586	0.991	-0.1551	2.331	0.12	0.1795	9.453	-0.2133	0.9352
TCGA-A2-A3XZ-01	TCGA-A2-A3XZ-01	Primary Tumor	0.02951	0.04561	0.7191	-0.6174	-2.728	-1.101	-0.1071	0.4782	2.092	0.4873	-0.5558	9.995	-0.3259	-0.579
TCGA-AC-A2FB-01	TCGA-AC-A2FB-01	Primary Tumor	0.02871	1.334	-0.2913	0.07965	-0.04256	3.733	0.8588	-0.3385	0.1666	-0.2959	0.6021	9.59	0.2574	1.022
TCGA-BH-A1EV-01	TCGA-BH-A1EV-01	Primary Tumor	0.02451	1.306	-0.5313	0.2989	-2.451	3.211	1.224	-0.4515	2.263	0.09074	0.1729	9.535	-0.7765	0.1748
TCGA-A2-A0EW-01	TCGA-A2-A0EW-01	Primary Tumor	0.02321	-0.2316	-0.3477	-0.7354	-1.114	-2.209	1.231	-0.08312	-0.2174	0.1307	0.6218	9.841	0.3427	0.7659
TCGA-D8-A1XG-01	TCGA-D8-A1XG-01	Primary Tumor	0.02231	0.7703	-0.1669	0.3286	1.413	8.294	1.109	-0.2718	2.813	0.4146	0.3096	9.831	0.5744	1.353
TCGA-EW-A1OX-01	TCGA-EW-A1OX-01	Primary Tumor	0.02201	-0.6009	-0.7974	-0.5761	-2.031	-3.254	0.6236	0.1567	3.883	0.5816	0.7527	9.941	0.3876	0.7813
TCGA-AQ-A1H3-01	TCGA-AQ-A1H3-01	Primary Tumor	0.02091	1.467	-0.3383	-0.587	-1.281	1.133	0.9203	-0.2442	1.15	0.02014	0.6471	9.582	0.5915	1.402
TCGA-E9-A245-01	TCGA-E9-A245-01	Primary Tumor	0.01681	0.4649	-0.2227	0.218	-0.7818	-0.3756	0.416	0.2234	2.481	0.5329	0.2406	10.44	0.3149	0.2554
TCGA-B6-A0X7-01	TCGA-B6-A0X7-01	Primary Tumor	0.01121	-0.21	0.1379	-0.004755	0.7184	0.1066	0.5258	0.05458	-1.65	-0.1185	-0.2982	10.21	0.382	0.5075
TCGA-BH-A0BA-01	TCGA-BH-A0BA-01	Primary Tumor	0.005712	0.7006	-0.4874	-0.7451	-3.441	-2.829	1.029	-0.09972	2.527	-0.2801	0.3852	9.894	-0.01298	0.01596
TCGA-D8-A1XF-01	TCGA-D8-A1XF-01	Primary Tumor	0.005112	2.494	0.286	0.1836	-0.1245	-2.821	1.251	0.1163	3.146	0.04344	1.262	9.781	0.4618	1.209
TCGA-E2-A1IU-01	TCGA-E2-A1IU-01	Primary Tumor	0.002612	0.5931	-0.6248	-0.7046	-0.9402	-2.094	0.6494	-0.01482	1.636	-0.07066	0.5539	9.692	0.5951	0.5889
TCGA-E9-A1RI-01	TCGA-E9-A1RI-01	Primary Tumor	0.001012	0.9678	0.1801	-0.7401	-1.225	2.176	0.5546	-0.3854	2.315	-0.4455	0.6001	8.409	0.3288	1.352
TCGA-E9-A1N3-01	TCGA-E9-A1N3-01	Primary Tumor	-0.000788	0.8931	-0.5698	-0.4721	0.9406	-2.164	0.7973	0.1016	1.882	-0.28	0.2011	9.855	0.2508	0.7382
TCGA-BH-A0HP-01	TCGA-BH-A0HP-01	Primary Tumor	-0.003288	-0.6229	-0.5646	-0.3448	0.68	-2.279	0.7725	-0.2201	-1.119	-0.1052	0.6146	10.19	0.4341	-0.2614
TCGA-AO-A12B-01	TCGA-AO-A12B-01	Primary Tumor	-0.003688	0.8545	-0.5582	0.1925	-0.3346	7.691	0.3698	-0.3976	1.74	-0.2016	-0.135	10.47	-0.4913	-0.107
TCGA-OL-A66L-01	TCGA-OL-A66L-01	Primary Tumor	-0.01179	-1.646	-0.02714	0.5743	-4.132	0.1384	-0.9277	0.3045	-0.2666	0.1453	-1.443	11.19	-0.5316	-1.683
TCGA-D8-A27W-01	TCGA-D8-A27W-01	Primary Tumor	-0.01409	1.725	-0.1392	0.5963	-0.01376	0.1484	1.189	-0.1826	4.044	-0.1615	0.7529	8.93	-0.1052	1.468
TCGA-E2-A15I-01	TCGA-E2-A15I-01	Primary Tumor	-0.01409	0.1251	-0.3767	-1.013	-1.876	-2.817	1.511	-0.1346	1.935	-0.03386	0.5465	9.697	0.7511	0.8748
TCGA-AC-A3QQ-01	TCGA-AC-A3QQ-01	Primary Tumor	-0.01849	0.5233	0.04586	0.644	-4.193	-1.087	-0.6938	0.5457	-0.1681	0.05234	-1.272	12.12	-0.2938	-0.9845
TCGA-GM-A4E0-01	TCGA-GM-A4E0-01	Primary Tumor	-0.02039	-1.367	-0.1648	0.2988	-4.062	-0.6353	-0.1206	0.1097	-2.383	0.006341	0.4282	10.17	-0.01128	-0.3261
TCGA-LL-A50Y-01	TCGA-LL-A50Y-01	Primary Tumor	-0.02149	-0.6723	-0.03394	0.1044	-3.015	-0.3295	-0.4538	0.1985	0.3536	-0.1628	-0.8534	10.91	-0.5805	-1.057
TCGA-E9-A22D-01	TCGA-E9-A22D-01	Primary Tumor	-0.02349	0.7287	-0.1227	-0.1463	-2.572	0.2129	0.1198	-0.138	1.329	-0.5094	-0.5597	9.766	-0.1801	0.665
TCGA-A1-A0SH-01	TCGA-A1-A0SH-01	Primary Tumor	-0.03089	-0.4002	-0.6202	-0.85	-0.8714	1.765	0.1155	-0.3118	1.898	0.1292	0.1197	9.684	0.5387	1.207
TCGA-AR-A5QP-01	TCGA-AR-A5QP-01	Primary Tumor	-0.03199	-0.1035	0.05026	-0.03215	-3.492	5.516	-0.5842	-0.5014	-0.4509	0.08734	-0.1291	10.43	0.1554	-0.03414
TCGA-LL-A6FQ-01	TCGA-LL-A6FQ-01	Primary Tumor	-0.03289	-0.8779	0.08716	1.19	-2.523	-3.254	-0.4928	0.1867	2.135	-0.1353	-0.9193	11.58	-0.5103	-1.659
TCGA-E9-A1R0-01	TCGA-E9-A1R0-01	Primary Tumor	-0.03669	0.5595	-0.5834	-0.5574	-2.167	-0.05011	0.4763	-0.03302	1.663	0.05144	0.3386	10.36	0.4164	-0.319
TCGA-AR-A1AU-01	TCGA-AR-A1AU-01	Primary Tumor	-0.03709	0.5545	-0.3375	-0.02975	-1.545	-2.793	0.9094	-0.09402	2.788	0.5472	-0.06035	9.921	0.05582	0.06216
TCGA-D8-A27E-01	TCGA-D8-A27E-01	Primary Tumor	-0.03919	-0.2045	-0.4608	0.1101	0.8535	6.925	0.522	-0.02782	2.648	-0.4154	0.1883	9.647	0.3325	0.9741
TCGA-AR-A24V-01	TCGA-AR-A24V-01	Primary Tumor	-0.04309	1.291	-0.2156	-0.2495	0.7898	2.485	0.7274	-0.3329	1.879	-0.2115	0.4326	9.503	-0.002382	1.158
TCGA-D8-A1Y2-01	TCGA-D8-A1Y2-01	Primary Tumor	-0.04499	0.6311	-0.151	-0.09915	-1.729	4.084	0.0188	0.4317	1.382	-0.4892	-0.07535	9.216	0.3745	-0.1311
TCGA-E9-A229-01	TCGA-E9-A229-01	Primary Tumor	-0.04859	0.8503	-0.1216	-0.7271	-1.733	0.6284	0.2681	-0.4826	2.707	-0.3693	0.6417	9.942	0.4645	0.889
TCGA-D8-A73U-01	TCGA-D8-A73U-01	Primary Tumor	-0.05119	-0.916	-0.1234	0.2166	-0.8882	4.732	0.4471	0.08638	-2.544	0.374	0.04875	10.55	-0.1588	-0.6099
TCGA-AN-A0XO-01	TCGA-AN-A0XO-01	Primary Tumor	-0.06119	0.5548	-0.2054	-0.5329	-0.3125	2.912	1.168	-0.01842	1.973	0.1358	-0.3033	10.54	0.5645	0.4636
TCGA-E2-A15A-01	TCGA-E2-A15A-01	Primary Tumor	-0.06179	1.603	-0.1852	-0.335	0.4179	-1.422	0.5247	-0.6447	3.823	-0.6662	-0.002545	9.259	-0.6057	0.9956
TCGA-AR-A24Z-01	TCGA-AR-A24Z-01	Primary Tumor	-0.06509	1.854	-0.02264	-0.8784	2.427	3.986	0.7991	-0.6414	3.058	-0.3324	0.4519	9.841	0.4134	1.536
TCGA-D8-A146-01	TCGA-D8-A146-01	Primary Tumor	-0.06649	-0.6918	-0.2968	-0.4503	-0.6201	1.897	1.093	-0.1584	2.138	0.009841	0.2037	9.894	0.06322	0.1475
TCGA-AR-A2LQ-01	TCGA-AR-A2LQ-01	Primary Tumor	-0.07579	-0.455	-0.5885	-0.3764	-1.196	4.018	0.735	-0.1108	-0.1445	0.471	0.3487	9.771	0.181	0.763
TCGA-EW-A1J1-01	TCGA-EW-A1J1-01	Primary Tumor	-0.07969	-0.473	0.03036	-0.2797	-1.904	-1.18	0.3969	-1.003	2.916	0.09474	0.8655	9.351	-0.4975	-0.3594
TCGA-A2-A1G0-01	TCGA-A2-A1G0-01	Primary Tumor	-0.08049	0.6044	-0.4089	-1.172	-1.377	-2.264	0.7396	-0.1693	1.877	0.1668	0.3578	8.757	0.3032	1.274
TCGA-EW-A1PE-01	TCGA-EW-A1PE-01	Primary Tumor	-0.08169	0.7315	-0.4596	0.06835	-1.172	-0.1444	1.142	-0.3425	2.665	-0.1334	0.5188	9.916	0.03862	0.8868
TCGA-AC-A6IX-01	TCGA-AC-A6IX-01	Primary Tumor	-0.09159	-0.9368	-0.2213	-0.1082	-1.199	-0.9286	-0.1359	-0.1809	-2.252	-0.03046	0.1594	9.855	-0.4446	-0.325
TCGA-AR-A2LM-01	TCGA-AR-A2LM-01	Primary Tumor	-0.1056	0.02121	-0.3433	-0.4452	-0.7679	3.551	1.17	0.04088	-1.398	0.349	0.3694	10.17	0.641	1.356
TCGA-B6-A2IU-01	TCGA-B6-A2IU-01	Primary Tumor	-0.1138	0.5945	-0.3507	-0.901	-3.517	-1.299	0.4469	-0.4905	-1.636	-0.2888	-0.5458	10.19	-0.5056	-0.1131
TCGA-C8-A3M7-01	TCGA-C8-A3M7-01	Primary Tumor	-0.1169	-0.4995	-0.4588	0.5317	-2.148	-1.684	0.6847	-0.2628	-1.341	-0.3458	0.3839	9.594	0.05102	-0.5908
TCGA-B6-A0RL-01	TCGA-B6-A0RL-01	Primary Tumor	-0.1187	1.622	0.3087	-0.845	1.164	-3.254	0.7502	0.5225	1.995	0.2751	-0.4006	9.9	0.1405	0.4446
TCGA-D8-A1XM-01	TCGA-D8-A1XM-01	Primary Tumor	-0.1188	1.325	-0.3103	-1.279	-1.388	4.174	1.131	0.06308	2.268	-0.01266	0.8038	9.898	0.2579	1.554
TCGA-A2-A25D-01	TCGA-A2-A25D-01	Primary Tumor	-0.1191	-0.1999	0.3964	0.8521	-2.319	-0.9881	-0.001501	0.1517	-3.562	-0.6257	-0.3201	9.258	-0.9756	-0.608
TCGA-S3-AA17-01	TCGA-S3-AA17-01	Primary Tumor	-0.1213	0.9046	0.3058	0.273	-0.6048	-0.1879	-0.2638	-0.7017	-4.738	-0.1885	-0.3443	10.03	0.1869	0.1141
TCGA-E2-A576-01	TCGA-E2-A576-01	Primary Tumor	-0.1231	0.6496	0.3942	1.044	-3.214	-2.709	-0.6322	0.1439	-2.263	-0.2891	-2.227	11.7	0.1004	-0.9295
TCGA-AN-A0XP-01	TCGA-AN-A0XP-01	Primary Tumor	-0.139	0.3499	-0.3726	-0.2088	-1.678	0.6674	1.139	-0.3055	2.63	0.05624	0.3461	9.869	-0.7138	0.8691
TCGA-AR-A24N-01	TCGA-AR-A24N-01	Primary Tumor	-0.1393	1.887	0.06446	-0.5257	-1.158	1.773	0.8732	-0.7429	1.916	-0.4086	-0.6793	9.314	0.4048	0.7451
TCGA-BH-A8FY-01	TCGA-BH-A8FY-01	Primary Tumor	-0.1406	0.2836	0.1317	1.273	3.866	-1.14	-0.5967	-0.09302	-1.463	-0.247	-0.4984	10.69	-0.2237	-0.5449
TCGA-D8-A27R-01	TCGA-D8-A27R-01	Primary Tumor	-0.157	1.088	0.06986	0.4659	1.781	1.693	-0.2558	-0.4124	3.128	-0.6555	-0.1798	9.496	-0.3013	0.3386
TCGA-BH-A1FG-01	TCGA-BH-A1FG-01	Primary Tumor	-0.1586	0.3277	-0.05074	0.215	-2.12	5.209	0.1603	-0.3392	2.698	-1.175	0.4225	9.537	0.2095	0.4447
TCGA-AN-A0XW-01	TCGA-AN-A0XW-01	Primary Tumor	-0.1614	0.6874	-0.1746	-0.9351	0.03504	2.333	0.4499	-0.3037	2.28	0.109	0.445	9.613	0.341	-0.06364
TCGA-OL-A5D8-01	TCGA-OL-A5D8-01	Primary Tumor	-0.1656	-0.08579	0.03306	-0.2035	-1.941	-2.754	0.7252	0.1689	1.492	0.7146	-0.03255	11.34	-0.2935	0.07856
TCGA-A7-A5ZX-01	TCGA-A7-A5ZX-01	Primary Tumor	-0.1671	-0.9792	0.2558	0.04025	-1.648	3.402	0.1814	0.06148	0.5647	0.4531	0.04515	10.71	0.4625	-0.1783
TCGA-GM-A3NW-01	TCGA-GM-A3NW-01	Primary Tumor	-0.1695	-0.3262	0.004159	0.06385	1.437	-2.177	-0.5423	-0.05622	-1.866	0.07394	-0.6192	10.7	-0.04448	-0.04544
TCGA-OL-A66P-01	TCGA-OL-A66P-01	Primary Tumor	-0.1712	-1.572	0.105	1.129	-0.835	1.375	-1.575	0.2123	1.327	-0.5572	-1.218	11.09	-1.179	-1.47
TCGA-E2-A1BC-01	TCGA-E2-A1BC-01	Primary Tumor	-0.174	-0.7766	-0.2609	-0.2624	-2.447	0.25	0.9858	-0.4211	1.908	-0.491	0.5295	9.583	0.3947	0.08796
TCGA-EW-A1P5-01	TCGA-EW-A1P5-01	Primary Tumor	-0.1856	0.8079	-0.1233	-0.9835	3.046	-0.6809	0.1484	-0.1873	3.045	-0.02086	-0.005945	10.26	0.08392	0.5277
TCGA-BH-A0H7-01	TCGA-BH-A0H7-01	Primary Tumor	-0.1867	0.1666	-0.1694	0.3803	-0.5243	0.6004	-0.1901	-0.7692	3.182	-0.6971	-0.05365	9.426	-0.4665	0.1351
TCGA-AR-A0TW-01	TCGA-AR-A0TW-01	Primary Tumor	-0.1896	-0.1468	-0.1324	-1.105	-1.249	-0.8559	0.2715	0.09198	3.372	-0.06156	0.3878	9.753	-1.018	-0.1834
TCGA-BH-A0AU-01	TCGA-BH-A0AU-01	Primary Tumor	-0.1932	1.399	-0.5698	0.3149	1.268	1.669	0.2831	-0.192	2.275	0.0005414	0.2432	9.29	-0.1455	1.399
TCGA-AR-A24L-01	TCGA-AR-A24L-01	Primary Tumor	-0.1978	1.437	-0.02084	-0.7823	1.741	0.477	0.3534	-0.8118	2.766	-1.438	-0.03865	9.252	0.3563	1.241
TCGA-EW-A1P3-01	TCGA-EW-A1P3-01	Primary Tumor	-0.1997	0.5451	0.1251	-0.4664	-1.767	-1.836	-0.1214	-0.09132	0.668	-0.3905	0.03795	10.3	-0.6318	0.753
TCGA-S3-AA15-01	TCGA-S3-AA15-01	Primary Tumor	-0.2032	-0.32	0.3101	0.3723	-1.274	1.011	0.2491	0.4568	0.04565	0.4516	-0.6262	10.34	-0.4169	-0.3235
TCGA-A1-A0SJ-01	TCGA-A1-A0SJ-01	Primary Tumor	-0.2054	0.1107	-0.2906	-1.107	-2.208	-1.034	0.9225	-0.4547	4.536	-0.2544	0.7338	9.735	0.02912	1.218
TCGA-A1-A0SM-01	TCGA-A1-A0SM-01	Primary Tumor	-0.2073	-0.7266	-0.001741	0.08605	-0.5874	0.1345	0.5683	-0.1148	1.161	0.05114	0.654	9.101	0.1286	-0.2023
TCGA-D8-A1XS-01	TCGA-D8-A1XS-01	Primary Tumor	-0.2207	2.322	0.1156	-0.2504	-0.3403	-0.3046	0.7476	-0.09242	1.909	-0.8514	0.7592	9.213	0.5025	1.848
TCGA-BH-A0DE-01	TCGA-BH-A0DE-01	Primary Tumor	-0.2207	0.466	-0.2871	-0.05975	2.025	1.906	0.3287	-0.1233	1.899	0.1353	0.6293	9.562	0.3878	0.6803
TCGA-AR-A2LL-01	TCGA-AR-A2LL-01	Primary Tumor	-0.2268	1.679	0.6102	-0.2059	-0.955	3.325	0.6857	0.04908	-1.876	-0.1836	0.2466	10.24	0.1975	1.353
TCGA-S3-A6ZH-01	TCGA-S3-A6ZH-01	Primary Tumor	-0.2296	2.134	0.3636	-0.4501	-2.887	-2.859	-0.0585	-0.85	4.663	0.5294	-1.674	9.934	0.3029	0.3804
TCGA-AR-A2LE-01	TCGA-AR-A2LE-01	Primary Tumor	-0.2353	0.3936	-0.33	0.4813	-1.136	0.3287	1.397	-0.4467	-1.459	-0.1978	0.2905	9.821	0.2249	0.8791
TCGA-OL-A5DA-01	TCGA-OL-A5DA-01	Primary Tumor	-0.2407	-0.3382	-0.07144	-0.1817	-0.7298	5.222	0.5747	0.3283	-1.641	0.3663	-0.6106	10.74	0.2188	0.243
TCGA-D8-A1JU-01	TCGA-D8-A1JU-01	Primary Tumor	-0.2433	-0.7822	-0.2978	-0.4224	-2.898	-0.396	0.6466	0.02648	1.007	0.06794	0.512	9.533	0.4833	0.4035
TCGA-C8-A26Z-01	TCGA-C8-A26Z-01	Primary Tumor	-0.2442	0.909	-0.3488	-0.7536	-2.629	-1.623	1.081	-0.1772	4.014	0.2872	0.6879	9.044	-0.865	0.9282
TCGA-AQ-A0Y5-01	TCGA-AQ-A0Y5-01	Primary Tumor	-0.2552	-0.4802	-0.5749	0.1318	0.4184	4.35	1.508	-0.6326	3.062	-0.5628	0.7013	8.616	-0.3588	1.427
TCGA-E2-A15S-01	TCGA-E2-A15S-01	Primary Tumor	-0.2678	1.801	0.1641	0.4635	-0.1559	-3.254	1.2	0.5222	3.661	0.5907	-0.7303	9.356	0.3835	0.8818
TCGA-D8-A1X7-01	TCGA-D8-A1X7-01	Primary Tumor	-0.2764	1.059	-0.3137	-0.5142	6.56	7.631	0.9602	-0.2861	2.753	-0.3789	0.8546	9.758	0.4704	0.9992
TCGA-GM-A5PX-01	TCGA-GM-A5PX-01	Primary Tumor	-0.2769	-1.259	-0.2863	0.4011	-1.226	2.126	-0.1214	0.07438	-3.223	-0.3427	-0.9326	10.37	0.1448	-0.6811
TCGA-AC-A62V-01	TCGA-AC-A62V-01	Primary Tumor	-0.2794	0.06821	0.7785	1.027	-0.6503	-1.008	-0.934	0.3696	2.045	-0.3073	-1.568	10.82	-1.111	-0.856
TCGA-E9-A2JS-01	TCGA-E9-A2JS-01	Primary Tumor	-0.2813	1.827	0.5976	-0.1812	0.3301	0.2499	-0.2829	-0.3019	1.821	-0.2897	-0.2134	9.559	-0.6656	0.7738
TCGA-EW-A6SC-01	TCGA-EW-A6SC-01	Primary Tumor	-0.2814	-0.4058	0.182	-0.2861	-2.002	-0.8756	0.8718	-0.1698	-1.273	0.2379	0.416	10.74	0.1086	0.3139
TCGA-BH-A0BM-01	TCGA-BH-A0BM-01	Primary Tumor	-0.283	-1.265	-0.2608	0.1014	-3.319	0.3862	-0.0168	-0.6289	1.813	-0.346	0.03665	10.02	0.3938	0.2726
TCGA-A2-A0YC-01	TCGA-A2-A0YC-01	Primary Tumor	-0.2836	1.149	-0.422	-0.6976	1.221	1.496	1.157	-0.1176	1.61	-0.05146	0.4215	9.974	0.1927	1.372
TCGA-LL-A5YM-01	TCGA-LL-A5YM-01	Primary Tumor	-0.293	0.5734	-0.4857	0.269	-2.453	-0.05951	-1.19	0.4173	2.057	-0.3527	-2.045	10.81	-0.4996	-1.293
TCGA-C8-A3M8-01	TCGA-C8-A3M8-01	Primary Tumor	-0.3067	1.395	-0.03744	-0.4912	-0.9793	-2.031	-0.3099	-0.3938	3.202	0.3185	-0.3954	10.61	-0.006282	0.7712
TCGA-C8-A8HR-01	TCGA-C8-A8HR-01	Primary Tumor	-0.3152	0.4263	0.1276	0.2359	-2.168	-0.7171	-0.1071	-0.3522	0.7274	0.2653	-0.008945	10.13	-0.1251	-0.1142
TCGA-AC-A8OP-01	TCGA-AC-A8OP-01	Primary Tumor	-0.3152	-0.2777	1.573	0.3987	-2.108	-0.6268	0.5937	0.01658	1.655	0.1286	-0.8423	10.31	-0.5842	-0.03224
